host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
103,106,complex,2,10,2/10,10
103,106,trans,8,10,8/10,10
103,230,none,8,10,8/10,8
103,288,complex,1,10,1/10,10
103,288,none,9,10,9/10,10
103,34,none,7,10,7/10,7
103,345,complex,1,10,1/10,8
103,345,trans,7,10,7/10,8
103,544,none,8,10,8/10,8
103,557,trans,10,10,10/10,10
103,712,none,7,10,7/10,7
103,744,none,7,10,7/10,7
13,345,complex,2,10,2/10,10
13,345,trans,1,10,1/10,10
230,288,none,8,10,8/10,9
230,34,none,9,10,9/10,9
230,544,none,8,10,8/10,9
230,712,none,8,10,8/10,8
230,744,none,7,10,7/10,7
288,230,trans,1,10,1/10,9
288,34,none,7,10,7/10,9
288,34,trans,2,10,2/10,9
288,5,trans,10,10,10/10,10
288,544,none,8,10,8/10,10
288,544,trans,2,10,2/10,10
288,712,none,7,10,7/10,9
288,712,trans,2,10,2/10,9
288,744,none,7,10,7/10,10
288,744,trans,3,10,3/10,10
288,749,trans,9,10,9/10,9
34,395,trans,10,10,10/10,10
34,544,none,8,10,8/10,9
34,712,none,8,10,8/10,8
34,744,none,7,10,7/10,7
34,91,trans,10,10,10/10,10
345,13,trans,7,10,7/10,10
5,749,none,9,10,9/10,10
5,749,trans,1,10,1/10,10
544,230,trans,1,10,1/10,9
544,34,trans,1,10,1/10,9
544,712,none,8,10,8/10,9
544,712,trans,1,10,1/10,9
544,744,none,8,10,8/10,8
712,744,none,8,10,8/10,8
