host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
117,49,complex,1,10,1/10,10
117,49,none,2,10,2/10,10
149,196,complex,3,10,3/10,10
149,196,none,1,10,1/10,10
149,47,none,2,10,2/10,9
149,47,trans,7,10,7/10,9
149,759,complex,3,10,3/10,10
149,759,trans,7,10,7/10,10
149,81,none,3,10,3/10,10
149,81,trans,7,10,7/10,10
149,89,none,3,10,3/10,10
149,89,trans,7,10,7/10,10
196,149,trans,6,10,6/10,10
196,286,trans,10,10,10/10,10
196,426,none,7,10,7/10,7
196,436,none,9,10,9/10,9
196,447,none,2,10,2/10,10
196,447,trans,8,10,8/10,10
196,458,none,8,10,8/10,10
196,458,trans,2,10,2/10,10
196,49,trans,10,10,10/10,10
196,655,none,10,10,10/10,10
196,673,complex,2,10,2/10,10
196,673,trans,8,10,8/10,10
196,799,none,8,10,8/10,10
196,799,trans,2,10,2/10,10
196,805,none,9,10,9/10,10
196,805,trans,1,10,1/10,10
196,984,trans,10,10,10/10,10
286,49,none,9,10,9/10,9
392,447,complex,1,10,1/10,10
392,447,none,2,10,2/10,10
426,436,none,7,10,7/10,7
426,570,trans,10,10,10/10,10
426,655,complex,1,10,1/10,10
426,655,none,6,10,6/10,10
426,805,none,6,10,6/10,6
436,458,none,7,10,7/10,7
436,655,none,9,10,9/10,10
436,799,none,7,10,7/10,7
436,805,none,8,10,8/10,8
447,392,trans,7,10,7/10,10
458,655,none,8,10,8/10,8
458,799,none,8,10,8/10,8
458,805,none,7,10,7/10,7
49,117,trans,7,10,7/10,10
655,426,trans,3,10,3/10,10
655,436,trans,1,10,1/10,10
655,799,none,8,10,8/10,8
655,805,none,9,10,9/10,9
799,805,none,7,10,7/10,7
81,89,none,10,10,10/10,10
