host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
175,248,complex,2,10,2/10,10
175,248,none,4,10,4/10,10
175,248,trans,4,10,4/10,10
175,323,complex,3,10,3/10,10
175,323,none,1,10,1/10,10
175,323,trans,6,10,6/10,10
175,37,trans,9,10,9/10,9
175,479,complex,3,10,3/10,10
175,479,none,2,10,2/10,10
175,479,trans,5,10,5/10,10
178,248,complex,1,10,1/10,8
178,248,none,4,10,4/10,8
178,295,complex,3,10,3/10,10
178,295,trans,7,10,7/10,10
178,33,complex,5,10,5/10,10
178,33,trans,5,10,5/10,10
178,754,complex,3,10,3/10,9
178,754,trans,6,10,6/10,9
178,962,complex,2,10,2/10,6
178,962,none,3,10,3/10,6
20,41,complex,1,10,1/10,9
20,41,none,1,10,1/10,9
20,41,trans,6,10,6/10,9
20,479,complex,2,10,2/10,6
20,479,none,1,10,1/10,6
20,52,complex,3,10,3/10,10
20,52,none,2,10,2/10,10
20,52,trans,4,10,4/10,10
20,76,trans,6,10,6/10,7
210,248,none,1,10,1/10,6
210,962,complex,5,10,5/10,9
210,962,none,1,10,1/10,9
248,178,trans,3,10,3/10,8
248,210,trans,5,10,5/10,6
248,962,complex,9,10,9/10,10
248,962,none,1,10,1/10,10
262,70,none,2,10,2/10,10
262,70,trans,2,10,2/10,10
323,428,trans,10,10,10/10,10
323,70,complex,2,10,2/10,8
323,70,trans,6,10,6/10,8
33,754,complex,3,10,3/10,7
33,754,none,3,10,3/10,7
33,754,trans,1,10,1/10,7
37,491,none,3,10,3/10,10
37,491,trans,6,10,6/10,10
41,20,trans,1,10,1/10,9
41,52,none,4,10,4/10,8
41,52,trans,2,10,2/10,8
41,76,none,6,10,6/10,9
41,76,trans,2,10,2/10,9
479,20,trans,3,10,3/10,6
491,37,trans,1,10,1/10,10
52,20,trans,1,10,1/10,10
52,41,trans,2,10,2/10,8
52,76,none,4,10,4/10,7
52,76,trans,2,10,2/10,7
70,262,trans,6,10,6/10,10
742,754,complex,2,10,2/10,10
754,742,trans,8,10,8/10,10
76,20,trans,1,10,1/10,7
76,41,trans,1,10,1/10,9
76,52,trans,1,10,1/10,7
962,178,trans,1,10,1/10,6
962,210,trans,3,10,3/10,9
