host.id,tree.id,xcoord,tips,reads,subgraphs,clades,overall.rtt,largest.rtt,max.branch.length,max.pat.distance,global.mean.pat.distance,subgraph.mean.pat.distance,normalised.overall.rtt,normalised.largest.rtt,normalised.max.branch.length,normalised.max.pat.distance,normalised.global.mean.pat.distance,normalised.subgraph.mean.pat.distance,prop.gp.1,prop.gp.2,prop.gp.3
132,1000_to_1099,1049.5,10,10,1,1,1.5123558,1.5123558,1.507865,3.595542,2.4048450666666668,2.4048450666666668,1.5123558,1.5123558,1.507865,3.595542,2.4048450666666668,2.4048450666666668,1,0,0
235,1000_to_1099,1049.5,10,10,1,1,1.9360178000000001,1.9360178000000001,1.701452,4.546799,3.3584252,3.3584252,1.9360178000000001,1.9360178000000001,1.701452,4.546799,3.3584252,3.3584252,1,0,0
285,1000_to_1099,1049.5,10,10,1,1,1.4667379,1.4667379,1.415297,3.59903,2.5367948222222223,2.5367948222222223,1.4667379,1.4667379,1.415297,3.59903,2.5367948222222223,2.5367948222222223,1,0,0
317,1000_to_1099,1049.5,10,10,1,6,0.9472419000000001,0.9472419000000001,0.681432,2.136557,1.475426288888889,1.475426288888889,0.9472419000000001,0.9472419000000001,0.681432,2.136557,1.475426288888889,1.475426288888889,1,0,0
324,1000_to_1099,1049.5,10,10,1,1,1.4242825999999997,1.4242825999999997,1.23192,3.035547,2.4331464444444446,2.4331464444444446,1.4242825999999997,1.4242825999999997,1.23192,3.035547,2.4331464444444446,2.4331464444444446,1,0,0
340,1000_to_1099,1049.5,10,10,1,1,1.8804406,1.8804406,2.458781,4.550125,3.422445244444445,3.422445244444445,1.8804406,1.8804406,2.458781,4.550125,3.422445244444445,3.422445244444445,1,0,0
39,1000_to_1099,1049.5,10,10,1,1,1.074593,1.074593,0.945228,2.560709,1.9411096444444444,1.9411096444444444,1.074593,1.074593,0.945228,2.560709,1.9411096444444444,1.9411096444444444,1,0,0
406,1000_to_1099,1049.5,10,10,1,1,0.012371499999999997,0.012371499999999997,0.01467,0.024436000000000003,0.013742777777777779,0.013742777777777779,0.012371499999999997,0.012371499999999997,0.01467,0.024436000000000003,0.013742777777777779,0.013742777777777779,1,0,0
415,1000_to_1099,1049.5,10,10,1,5,2.5265408000000003,2.5265408000000003,2.480438,5.501207999999999,3.7719589777777776,3.7719589777777776,2.5265408000000003,2.5265408000000003,2.480438,5.501207999999999,3.7719589777777776,3.7719589777777776,1,0,0
457,1000_to_1099,1049.5,10,10,1,1,3.6131656,3.6131656,3.6501279999999996,7.9846319999999995,4.904987866666667,4.904987866666667,3.6131656,3.6131656,3.6501279999999996,7.9846319999999995,4.904987866666667,4.904987866666667,1,0,0
462,1000_to_1099,1049.5,10,10,1,1,2.7702951999999996,2.7702951999999996,2.761027,5.541409,3.6085214666666667,3.6085214666666667,2.7702951999999996,2.7702951999999996,2.761027,5.541409,3.6085214666666667,3.6085214666666667,1,0,0
598,1000_to_1099,1049.5,10,10,2,2,5.2443192000000005,5.280876833333333,3.91389,11.201207,7.732442799999999,5.822343399999999,5.2443192000000005,5.280876833333333,3.91389,11.201207,7.732442799999999,5.822343399999999,0.6,0.4,0
