host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
317,132,trans,10,10,10/10,10
317,285,trans,10,10,10/10,10
317,324,trans,10,10,10/10,10
317,340,trans,10,10,10/10,10
317,697,none,10,10,10/10,10
317,702,none,6,10,6/10,6
317,792,none,10,10,10/10,10
317,890,trans,10,10,10/10,10
415,406,trans,10,10,10/10,10
415,457,none,10,10,10/10,10
415,462,none,10,10,10/10,10
457,462,complex,1,10,1/10,10
457,462,none,9,10,9/10,10
457,697,complex,1,10,1/10,10
598,939,complex,8,10,8/10,10
697,415,trans,10,10,10/10,10
697,457,trans,9,10,9/10,10
697,462,trans,10,10,10/10,10
697,702,none,6,10,6/10,6
697,792,none,10,10,10/10,10
697,939,complex,1,10,1/10,10
697,939,trans,9,10,9/10,10
702,792,none,6,10,6/10,10
792,235,trans,10,10,10/10,10
792,39,trans,10,10,10/10,10
792,702,trans,4,10,4/10,10
939,598,trans,2,10,2/10,10
