host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
165,233,trans,10,10,10/10,10
165,404,trans,10,10,10/10,10
165,9,none,5,10,5/10,10
262,273,none,2,10,2/10,10
262,341,none,1,10,1/10,10
262,341,trans,9,10,9/10,10
273,262,trans,8,10,8/10,10
273,296,none,7,10,7/10,10
273,374,none,6,10,6/10,6
273,622,trans,10,10,10/10,10
273,9,none,1,10,1/10,7
296,273,trans,3,10,3/10,10
296,374,none,9,10,9/10,9
296,9,none,1,10,1/10,10
369,706,none,8,10,8/10,9
369,706,trans,1,10,1/10,9
369,9,complex,2,10,2/10,10
369,9,none,8,10,8/10,10
374,9,none,1,10,1/10,10
706,118,trans,10,10,10/10,10
706,838,complex,2,10,2/10,10
706,838,trans,8,10,8/10,10
706,9,none,8,10,8/10,9
9,165,trans,5,10,5/10,10
9,273,trans,6,10,6/10,7
9,296,trans,9,10,9/10,10
9,374,trans,9,10,9/10,10
9,706,trans,1,10,1/10,9
