host.id,tree.id,xcoord,tips,reads,subgraphs,clades,overall.rtt,largest.rtt,max.branch.length,max.pat.distance,global.mean.pat.distance,subgraph.mean.pat.distance,normalised.overall.rtt,normalised.largest.rtt,normalised.max.branch.length,normalised.max.pat.distance,normalised.global.mean.pat.distance,normalised.subgraph.mean.pat.distance,prop.gp.1
16,1000_to_1099,1049.5,10,10,1,3,1.3660542000000002,1.3660542000000002,1.686728,3.11538,1.8067060444444443,1.8067060444444443,1.3660542000000002,1.3660542000000002,1.686728,3.11538,1.8067060444444443,1.8067060444444443,1
222,1000_to_1099,1049.5,10,10,1,3,3.0952746,3.0952746,2.919712,6.607179,4.735233377777778,4.735233377777778,3.0952746,3.0952746,2.919712,6.607179,4.735233377777778,4.735233377777778,1
231,1000_to_1099,1049.5,10,10,1,1,0.37990920000000006,0.37990920000000006,0.5100370000000001,0.81754,0.39430017777777776,0.39430017777777776,0.37990920000000006,0.37990920000000006,0.5100370000000001,0.81754,0.39430017777777776,0.39430017777777776,1
325,1000_to_1099,1049.5,10,10,1,4,3.984937,3.984937,3.616078,9.088256000000001,6.4240212,6.4240212,3.984937,3.984937,3.616078,9.088256000000001,6.4240212,6.4240212,1
34,1000_to_1099,1049.5,10,10,1,1,1.1934169,1.1934169,0.987357,2.466208,1.6444873555555555,1.6444873555555555,1.1934169,1.1934169,0.987357,2.466208,1.6444873555555555,1.6444873555555555,1
373,1000_to_1099,1049.5,10,10,1,1,0.6049477,0.6049477,0.6382329999999999,1.347567,0.9794954444444444,0.9794954444444444,0.6049477,0.6049477,0.6382329999999999,1.347567,0.9794954444444444,0.9794954444444444,1
45,1000_to_1099,1049.5,10,10,1,1,0.7115872,0.7115872,0.640397,1.3289239999999998,0.8905426222222222,0.8905426222222222,0.7115872,0.7115872,0.640397,1.3289239999999998,0.8905426222222222,0.8905426222222222,1
505,1000_to_1099,1049.5,10,10,1,2,4.082587800000001,4.082587800000001,4.315214,8.775952,7.091234444444444,7.091234444444444,4.082587800000001,4.082587800000001,4.315214,8.775952,7.091234444444444,7.091234444444444,1
512,1000_to_1099,1049.5,10,10,1,1,2.7310543,2.7310543,2.071479,5.639151,4.426317755555556,4.426317755555556,2.7310543,2.7310543,2.071479,5.639151,4.426317755555556,4.426317755555556,1
525,1000_to_1099,1049.5,10,10,1,1,2.9319927,2.9319927,2.789863,6.259278,4.315072111111111,4.315072111111111,2.9319927,2.9319927,2.789863,6.259278,4.315072111111111,4.315072111111111,1
526,1000_to_1099,1049.5,10,10,1,1,2.8544872999999997,2.8544872999999997,2.444731,6.473787,4.987419,4.987419,2.8544872999999997,2.8544872999999997,2.444731,6.473787,4.987419,4.987419,1
59,1000_to_1099,1049.5,10,10,1,5,2.1048145000000003,2.1048145000000003,2.41814,4.323352,2.7642878444444445,2.7642878444444445,2.1048145000000003,2.1048145000000003,2.41814,4.323352,2.7642878444444445,2.7642878444444445,1
595,1000_to_1099,1049.5,10,10,1,1,0.9111531999999999,0.9111531999999999,1.054564,2.040784,1.2810242222222223,1.2810242222222223,0.9111531999999999,0.9111531999999999,1.054564,2.040784,1.2810242222222223,1.2810242222222223,1
661,1000_to_1099,1049.5,10,10,1,5,1.9270171999999999,1.9270171999999999,1.287316,4.275831,2.948755022222222,2.948755022222222,1.9270171999999999,1.9270171999999999,1.287316,4.275831,2.948755022222222,2.948755022222222,1
735,1000_to_1099,1049.5,10,10,1,1,0.31519450000000004,0.31519450000000004,0.296329,0.667855,0.5293599333333333,0.5293599333333333,0.31519450000000004,0.31519450000000004,0.296329,0.667855,0.5293599333333333,0.5293599333333333,1
761,1000_to_1099,1049.5,10,10,1,1,4.374848,4.374848,3.019861,9.708285000000002,6.812566577777778,6.812566577777778,4.374848,4.374848,3.019861,9.708285000000002,6.812566577777778,6.812566577777778,1
767,1000_to_1099,1049.5,10,10,1,3,1.8260933000000001,1.8260933000000001,1.091686,3.8657330000000005,2.728219488888889,2.728219488888889,1.8260933000000001,1.8260933000000001,1.091686,3.8657330000000005,2.728219488888889,2.728219488888889,1
16,1100_to_1199,1149.5,10,10,1,3,1.2604707000000002,1.2604707000000002,1.72871,3.0402469999999995,1.6470411333333332,1.6470411333333332,1.2604707000000002,1.2604707000000002,1.72871,3.0402469999999995,1.6470411333333332,1.6470411333333332,1
222,1100_to_1199,1149.5,10,10,1,3,2.4121262999999997,2.4121262999999997,1.929206,5.138915,3.6987312666666665,3.6987312666666665,2.4121262999999997,2.4121262999999997,1.929206,5.138915,3.6987312666666665,3.6987312666666665,1
231,1100_to_1199,1149.5,10,10,1,1,0.4225022,0.4225022,0.559623,0.873994,0.3748285333333333,0.3748285333333333,0.4225022,0.4225022,0.559623,0.873994,0.3748285333333333,0.3748285333333333,1
325,1100_to_1199,1149.5,10,10,1,4,3.6629155000000004,3.6629155000000004,3.482779,8.111223,5.773947044444444,5.773947044444444,3.6629155000000004,3.6629155000000004,3.482779,8.111223,5.773947044444444,5.773947044444444,1
34,1100_to_1199,1149.5,10,10,1,1,1.0876011,1.0876011,0.965481,2.2590999999999997,1.4457707333333334,1.4457707333333334,1.0876011,1.0876011,0.965481,2.2590999999999997,1.4457707333333334,1.4457707333333334,1
373,1100_to_1199,1149.5,10,10,1,1,0.41270679999999993,0.41270679999999993,0.434938,0.9364159999999999,0.6985424444444445,0.6985424444444445,0.41270679999999993,0.41270679999999993,0.434938,0.9364159999999999,0.6985424444444445,0.6985424444444445,1
45,1100_to_1199,1149.5,10,10,1,1,0.5243051,0.5243051,0.459385,1.0484479999999998,0.6820608222222222,0.6820608222222222,0.5243051,0.5243051,0.459385,1.0484479999999998,0.6820608222222222,0.6820608222222222,1
505,1100_to_1199,1149.5,10,10,1,2,3.4684682000000002,3.4684682000000002,3.209191,7.837266000000001,5.784403066666667,5.784403066666667,3.4684682000000002,3.4684682000000002,3.209191,7.837266000000001,5.784403066666667,5.784403066666667,1
512,1100_to_1199,1149.5,10,10,1,1,2.3643726000000003,2.3643726000000003,1.875114,5.267615999999999,3.578950133333333,3.578950133333333,2.3643726000000003,2.3643726000000003,1.875114,5.267615999999999,3.578950133333333,3.578950133333333,1
525,1100_to_1199,1149.5,10,10,1,1,2.1478784,2.1478784,2.2127310000000002,4.962274000000001,3.118548311111111,3.118548311111111,2.1478784,2.1478784,2.2127310000000002,4.962274000000001,3.118548311111111,3.118548311111111,1
526,1100_to_1199,1149.5,10,10,1,1,2.6225453,2.6225453,2.283242,5.847136,4.356470244444445,4.356470244444445,2.6225453,2.6225453,2.283242,5.847136,4.356470244444445,4.356470244444445,1
59,1100_to_1199,1149.5,10,10,1,4,1.2411946999999999,1.2411946999999999,1.574688,2.796363,1.7985812222222222,1.7985812222222222,1.2411946999999999,1.2411946999999999,1.574688,2.796363,1.7985812222222222,1.7985812222222222,1
595,1100_to_1199,1149.5,10,10,1,1,0.7993569999999999,0.7993569999999999,1.077834,1.890189,1.1099301777777777,1.1099301777777777,0.7993569999999999,0.7993569999999999,1.077834,1.890189,1.1099301777777777,1.1099301777777777,1
661,1100_to_1199,1149.5,10,10,1,4,1.4054104,1.4054104,1.252434,3.347027,2.230037022222222,2.230037022222222,1.4054104,1.4054104,1.252434,3.347027,2.230037022222222,2.230037022222222,1
735,1100_to_1199,1149.5,10,10,1,1,0.2629087,0.2629087,0.194958,0.5170939999999999,0.4247506888888889,0.4247506888888889,0.2629087,0.2629087,0.194958,0.5170939999999999,0.4247506888888889,0.4247506888888889,1
761,1100_to_1199,1149.5,10,10,1,1,3.6143349999999996,3.6143349999999996,2.709208,8.272445,5.702671644444444,5.702671644444444,3.6143349999999996,3.6143349999999996,2.709208,8.272445,5.702671644444444,5.702671644444444,1
767,1100_to_1199,1149.5,10,10,1,4,1.5974641,1.5974641,1.15091,3.267272,2.383239977777778,2.383239977777778,1.5974641,1.5974641,1.15091,3.267272,2.383239977777778,2.383239977777778,1
16,1200_to_1299,1249.5,10,10,1,3,1.3003757000000002,1.3003757000000002,1.514657,2.7511759999999996,1.5365092666666667,1.5365092666666667,1.3003757000000002,1.3003757000000002,1.514657,2.7511759999999996,1.5365092666666667,1.5365092666666667,1
222,1200_to_1299,1249.5,10,10,1,2,2.3126753999999994,2.3126753999999994,2.151504,4.978287999999999,3.614744311111111,3.614744311111111,2.3126753999999994,2.3126753999999994,2.151504,4.978287999999999,3.614744311111111,3.614744311111111,1
231,1200_to_1299,1249.5,10,10,1,1,0.3989653,0.3989653,0.67241,1.001337,0.4429435777777778,0.4429435777777778,0.3989653,0.3989653,0.67241,1.001337,0.4429435777777778,0.4429435777777778,1
325,1200_to_1299,1249.5,10,10,1,4,3.859860200000001,3.859860200000001,3.335636,8.855597,5.723374266666667,5.723374266666667,3.859860200000001,3.859860200000001,3.335636,8.855597,5.723374266666667,5.723374266666667,1
34,1200_to_1299,1249.5,10,10,1,1,1.1342665000000003,1.1342665000000003,0.99226,2.2619749999999996,1.4932709555555554,1.4932709555555554,1.1342665000000003,1.1342665000000003,0.99226,2.2619749999999996,1.4932709555555554,1.4932709555555554,1
373,1200_to_1299,1249.5,10,10,1,1,0.5502144999999999,0.5502144999999999,0.484366,1.323697,0.9148364666666666,0.9148364666666666,0.5502144999999999,0.5502144999999999,0.484366,1.323697,0.9148364666666666,0.9148364666666666,1
45,1200_to_1299,1249.5,10,10,1,1,0.5872313,0.5872313,0.605775,1.3281059999999998,0.8063148222222222,0.8063148222222222,0.5872313,0.5872313,0.605775,1.3281059999999998,0.8063148222222222,0.8063148222222222,1
505,1200_to_1299,1249.5,10,10,1,2,3.561891,3.561891,3.015183,7.416212999999999,5.7888995111111115,5.7888995111111115,3.561891,3.561891,3.015183,7.416212999999999,5.7888995111111115,5.7888995111111115,1
512,1200_to_1299,1249.5,10,10,1,1,2.3518883,2.3518883,1.590662,5.242406000000001,3.6291014,3.6291014,2.3518883,2.3518883,1.590662,5.242406000000001,3.6291014,3.6291014,1
525,1200_to_1299,1249.5,10,10,1,1,2.2576165,2.2576165,1.83263,4.808223,3.359787888888889,3.359787888888889,2.2576165,2.2576165,1.83263,4.808223,3.359787888888889,3.359787888888889,1
526,1200_to_1299,1249.5,10,10,1,1,2.5379666,2.5379666,1.933945,5.687486,4.1942036,4.1942036,2.5379666,2.5379666,1.933945,5.687486,4.1942036,4.1942036,1
59,1200_to_1299,1249.5,10,10,1,5,1.6327123000000001,1.6327123000000001,2.230153,3.7413359999999996,2.213101177777778,2.213101177777778,1.6327123000000001,1.6327123000000001,2.230153,3.7413359999999996,2.213101177777778,2.213101177777778,1
595,1200_to_1299,1249.5,10,10,1,1,0.9181728999999998,0.9181728999999998,1.213727,2.0536820000000002,1.2283998,1.2283998,0.9181728999999998,0.9181728999999998,1.213727,2.0536820000000002,1.2283998,1.2283998,1
661,1200_to_1299,1249.5,10,10,1,4,1.6742152999999997,1.6742152999999997,1.3836810000000002,3.6951860000000005,2.611874688888889,2.611874688888889,1.6742152999999997,1.6742152999999997,1.3836810000000002,3.6951860000000005,2.611874688888889,2.611874688888889,1
735,1200_to_1299,1249.5,10,10,1,1,0.2719649,0.2719649,0.397434,0.702231,0.44579433333333335,0.44579433333333335,0.2719649,0.2719649,0.397434,0.702231,0.44579433333333335,0.44579433333333335,1
761,1200_to_1299,1249.5,10,10,1,1,3.4221387,3.4221387,2.738271,8.030237,5.642872866666666,5.642872866666666,3.4221387,3.4221387,2.738271,8.030237,5.642872866666666,5.642872866666666,1
767,1200_to_1299,1249.5,10,10,1,3,1.7304645,1.7304645,1.528138,3.824572,2.5620834444444447,2.5620834444444447,1.7304645,1.7304645,1.528138,3.824572,2.5620834444444447,2.5620834444444447,1
16,1300_to_1399,1349.5,10,10,1,4,2.0007308999999998,2.0007308999999998,2.385039,4.18278,2.3411433555555554,2.3411433555555554,2.0007308999999998,2.0007308999999998,2.385039,4.18278,2.3411433555555554,2.3411433555555554,1
222,1300_to_1399,1349.5,10,10,1,3,3.1951852,3.1951852,3.129964,7.178554999999999,4.993229422222222,4.993229422222222,3.1951852,3.1951852,3.129964,7.178554999999999,4.993229422222222,4.993229422222222,1
231,1300_to_1399,1349.5,10,10,1,1,0.519216,0.519216,0.799212,1.1670179999999999,0.5475408444444444,0.5475408444444444,0.519216,0.519216,0.799212,1.1670179999999999,0.5475408444444444,0.5475408444444444,1
325,1300_to_1399,1349.5,10,10,1,4,4.738464300000001,4.738464300000001,5.178464,11.523637,7.551875177777778,7.551875177777778,4.738464300000001,4.738464300000001,5.178464,11.523637,7.551875177777778,7.551875177777778,1
34,1300_to_1399,1349.5,10,10,1,1,1.4847127,1.4847127,1.385129,3.071854,1.9268995777777778,1.9268995777777778,1.4847127,1.4847127,1.385129,3.071854,1.9268995777777778,1.9268995777777778,1
373,1300_to_1399,1349.5,10,10,1,1,0.6253433000000002,0.6253433000000002,0.570803,1.351185,1.0423798888888889,1.0423798888888889,0.6253433000000002,0.6253433000000002,0.570803,1.351185,1.0423798888888889,1.0423798888888889,1
45,1300_to_1399,1349.5,10,10,1,1,0.6189157,0.6189157,0.812541,1.525986,0.9462437555555555,0.9462437555555555,0.6189157,0.6189157,0.812541,1.525986,0.9462437555555555,0.9462437555555555,1
505,1300_to_1399,1349.5,10,10,1,1,5.017944699999999,5.017944699999999,4.528842,11.430973999999999,8.37502771111111,8.37502771111111,5.017944699999999,5.017944699999999,4.528842,11.430973999999999,8.37502771111111,8.37502771111111,1
512,1300_to_1399,1349.5,10,10,1,1,2.7375967,2.7375967,2.256189,6.918818999999999,4.690864644444444,4.690864644444444,2.7375967,2.7375967,2.256189,6.918818999999999,4.690864644444444,4.690864644444444,1
525,1300_to_1399,1349.5,10,10,1,1,3.1974693000000003,3.1974693000000003,3.360281,7.35294,4.7782854,4.7782854,3.1974693000000003,3.1974693000000003,3.360281,7.35294,4.7782854,4.7782854,1
526,1300_to_1399,1349.5,10,10,1,1,3.1525385999999997,3.1525385999999997,2.259462,7.58284,5.268139244444445,5.268139244444445,3.1525385999999997,3.1525385999999997,2.259462,7.58284,5.268139244444445,5.268139244444445,1
59,1300_to_1399,1349.5,10,10,1,4,2.0748507999999997,2.0748507999999997,2.402229,4.639363,2.9307236444444444,2.9307236444444444,2.0748507999999997,2.0748507999999997,2.402229,4.639363,2.9307236444444444,2.9307236444444444,1
595,1300_to_1399,1349.5,10,10,1,1,0.9793210000000002,0.9793210000000002,1.10664,2.245371,1.3809675555555556,1.3809675555555556,0.9793210000000002,0.9793210000000002,1.10664,2.245371,1.3809675555555556,1.3809675555555556,1
661,1300_to_1399,1349.5,10,10,1,5,2.3467032,2.3467032,1.8694760000000001,5.117516999999999,3.4977595555555556,3.4977595555555556,2.3467032,2.3467032,1.8694760000000001,5.117516999999999,3.4977595555555556,3.4977595555555556,1
735,1300_to_1399,1349.5,10,10,1,1,0.47963959999999994,0.47963959999999994,0.433341,0.8086899999999999,0.5728372444444444,0.5728372444444444,0.47963959999999994,0.47963959999999994,0.433341,0.8086899999999999,0.5728372444444444,0.5728372444444444,1
761,1300_to_1399,1349.5,10,10,1,1,4.4495179,4.4495179,3.012818,10.725457,7.165303488888889,7.165303488888889,4.4495179,4.4495179,3.012818,10.725457,7.165303488888889,7.165303488888889,1
767,1300_to_1399,1349.5,10,10,1,4,1.9320473999999996,1.9320473999999996,1.213581,3.7662360000000006,2.949550888888889,2.949550888888889,1.9320473999999996,1.9320473999999996,1.213581,3.7662360000000006,2.949550888888889,2.949550888888889,1
16,1400_to_1499,1449.5,10,10,1,3,1.17755,1.17755,1.544677,2.615048,1.3906138666666668,1.3906138666666668,1.17755,1.17755,1.544677,2.615048,1.3906138666666668,1.3906138666666668,1
222,1400_to_1499,1449.5,10,10,1,3,2.6258562,2.6258562,2.363269,5.592197,4.0323756,4.0323756,2.6258562,2.6258562,2.363269,5.592197,4.0323756,4.0323756,1
231,1400_to_1499,1449.5,10,10,1,1,0.39975949999999993,0.39975949999999993,0.496221,0.806988,0.3988587777777778,0.3988587777777778,0.39975949999999993,0.39975949999999993,0.496221,0.806988,0.3988587777777778,0.3988587777777778,1
325,1400_to_1499,1449.5,10,10,1,4,4.004195600000001,4.004195600000001,3.44775,9.081737,6.3330557333333335,6.3330557333333335,4.004195600000001,4.004195600000001,3.44775,9.081737,6.3330557333333335,6.3330557333333335,1
34,1400_to_1499,1449.5,10,10,1,1,1.0254524,1.0254524,0.867415,2.306066,1.4096049333333334,1.4096049333333334,1.0254524,1.0254524,0.867415,2.306066,1.4096049333333334,1.4096049333333334,1
373,1400_to_1499,1449.5,10,10,1,1,0.5652952,0.5652952,0.607621,1.282437,0.8518925777777778,0.8518925777777778,0.5652952,0.5652952,0.607621,1.282437,0.8518925777777778,0.8518925777777778,1
45,1400_to_1499,1449.5,10,10,1,1,0.5174832,0.5174832,0.542385,1.038831,0.6935257333333333,0.6935257333333333,0.5174832,0.5174832,0.542385,1.038831,0.6935257333333333,0.6935257333333333,1
505,1400_to_1499,1449.5,10,10,1,3,3.1454567999999994,3.1454567999999994,2.907386,6.936337000000001,5.405108800000001,5.405108800000001,3.1454567999999994,3.1454567999999994,2.907386,6.936337000000001,5.405108800000001,5.405108800000001,1
512,1400_to_1499,1449.5,10,10,1,1,2.3512718,2.3512718,1.808717,4.906759,3.6614940444444444,3.6614940444444444,2.3512718,2.3512718,1.808717,4.906759,3.6614940444444444,3.6614940444444444,1
525,1400_to_1499,1449.5,10,10,1,1,2.2175469,2.2175469,1.907666,4.71769,3.2274202888888888,3.2274202888888888,2.2175469,2.2175469,1.907666,4.71769,3.2274202888888888,3.2274202888888888,1
526,1400_to_1499,1449.5,10,10,1,1,2.3552418000000004,2.3552418000000004,2.123287,5.125651,3.9502367555555558,3.9502367555555558,2.3552418000000004,2.3552418000000004,2.123287,5.125651,3.9502367555555558,3.9502367555555558,1
