host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
127,301,none,10,10,10/10,10
127,364,trans,10,10,10/10,10
127,461,none,10,10,10/10,10
127,565,trans,10,10,10/10,10
127,609,trans,10,10,10/10,10
127,896,trans,10,10,10/10,10
205,301,complex,2,10,2/10,10
277,301,none,2,10,2/10,10
301,187,trans,10,10,10/10,10
301,205,trans,8,10,8/10,10
301,277,trans,8,10,8/10,10
301,319,complex,1,10,1/10,10
301,319,trans,9,10,9/10,10
301,461,none,10,10,10/10,10
301,574,complex,1,10,1/10,10
301,574,trans,9,10,9/10,10
301,682,trans,10,10,10/10,10
574,48,trans,9,10,9/10,9
574,783,complex,1,10,1/10,10
574,783,trans,9,10,9/10,10
574,83,trans,10,10,10/10,10
609,896,none,10,10,10/10,10
896,180,trans,10,10,10/10,10
