host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
114,894,none,10,10,10/10,10
116,30,complex,7,10,7/10,10
116,30,trans,3,10,3/10,10
116,346,complex,2,10,2/10,10
116,346,none,8,10,8/10,10
116,523,complex,5,10,5/10,10
116,523,trans,5,10,5/10,10
119,552,none,1,10,1/10,10
190,552,complex,1,10,1/10,10
203,302,complex,1,10,1/10,10
203,302,none,4,10,4/10,10
203,302,trans,2,10,2/10,10
203,552,complex,1,10,1/10,8
203,552,none,4,10,4/10,8
203,552,trans,2,10,2/10,8
219,346,none,2,10,2/10,10
302,203,trans,3,10,3/10,10
302,552,none,6,10,6/10,9
302,552,trans,1,10,1/10,9
346,219,trans,8,10,8/10,10
346,302,trans,6,10,6/10,6
346,402,trans,10,10,10/10,10
346,552,trans,7,10,7/10,7
346,644,none,1,10,1/10,10
346,644,trans,9,10,9/10,10
523,352,trans,10,10,10/10,10
552,119,trans,9,10,9/10,10
552,190,trans,9,10,9/10,10
552,203,trans,1,10,1/10,8
552,302,trans,2,10,2/10,9
552,73,trans,10,10,10/10,10
644,114,trans,10,10,10/10,10
644,894,trans,10,10,10/10,10
