None	303	0.000000
303	90	0.038892
90	479	1.466137
90	64	2.989376
64	34	3.201582
34	786	3.293071
303	303	3.396235
90	497	3.568570
90	952	3.606647
479	914	4.120234
497	80	4.223081
90	33	4.381611
80	113	4.522590
80	644	5.201529
90	90	5.309190
64	533	5.507614
914	675	5.739576
64	64	6.115476
497	66	6.225710
675	675	6.543502
34	167	6.554698
34	162	6.626252
479	479	6.697061
33	122	6.802613
66	252	6.851252
167	631	6.974782
66	145	7.006232
122	824	7.074973
66	355	7.156364
252	153	7.355022
497	558	7.464813
122	158	7.642564
34	34	7.653549
122	122	7.710631
153	392	7.828809
252	252	7.854344
533	533	7.896718
153	166	8.013919
355	355	8.112766
167	3	8.235111
145	385	8.356073
153	153	8.447456
80	196	8.499773
497	243	8.601341
66	651	8.612067
158	380	8.646969
644	223	8.693614
33	33	8.818494
385	752	8.842799
3	908	8.907664
66	668	9.004398
380	420	9.010956
3	68	9.103646
80	218	9.271851
392	392	9.285750
166	870	9.343285
162	710	9.344229
908	242	9.447746
66	660	9.459941
824	824	9.485074
145	23	9.523125
80	327	9.629111
162	268	9.631516
167	167	9.720900
631	548	9.857631
166	403	9.877174
631	631	9.906061
952	952	9.917601
