host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
114,117,complex,6,10,6/10,10
114,281,trans,10,10,10/10,10
114,37,complex,4,10,4/10,10
114,37,trans,6,10,6/10,10
114,615,complex,2,10,2/10,10
114,615,trans,8,10,8/10,10
117,114,trans,4,10,4/10,10
117,2,complex,3,10,3/10,10
119,164,complex,1,10,1/10,10
119,164,trans,7,10,7/10,10
119,625,none,1,10,1/10,10
119,625,trans,8,10,8/10,10
119,666,none,1,10,1/10,10
119,666,trans,9,10,9/10,10
134,2,complex,1,10,1/10,10
134,2,trans,9,10,9/10,10
134,73,trans,10,10,10/10,10
147,180,trans,10,10,10/10,10
147,4,trans,10,10,10/10,10
147,977,none,2,10,2/10,10
147,977,trans,8,10,8/10,10
147,983,trans,10,10,10/10,10
164,119,trans,2,10,2/10,10
191,958,none,6,10,6/10,6
2,117,trans,7,10,7/10,10
2,193,trans,10,10,10/10,10
2,364,trans,10,10,10/10,10
2,998,complex,1,10,1/10,10
2,998,trans,9,10,9/10,10
281,191,trans,10,10,10/10,10
281,83,trans,10,10,10/10,10
281,958,trans,10,10,10/10,10
288,902,none,10,10,10/10,10
364,231,trans,10,10,10/10,10
399,119,trans,7,10,7/10,7
399,454,complex,7,10,7/10,10
399,464,trans,10,10,10/10,10
409,134,trans,10,10,10/10,10
409,456,complex,3,10,3/10,10
409,456,none,2,10,2/10,10
409,456,trans,5,10,5/10,10
409,514,complex,3,10,3/10,7
409,514,none,2,10,2/10,7
409,514,trans,2,10,2/10,7
409,522,complex,1,10,1/10,10
409,522,none,9,10,9/10,10
409,69,complex,2,10,2/10,10
409,69,trans,8,10,8/10,10
454,399,trans,3,10,3/10,10
454,859,complex,3,10,3/10,9
514,69,complex,2,10,2/10,8
514,69,none,2,10,2/10,8
514,69,trans,1,10,1/10,8
522,288,trans,10,10,10/10,10
522,603,trans,10,10,10/10,10
522,731,complex,5,10,5/10,10
522,731,trans,5,10,5/10,10
522,859,trans,10,10,10/10,10
522,902,trans,10,10,10/10,10
59,100,trans,10,10,10/10,10
615,224,trans,10,10,10/10,10
615,623,trans,10,10,10/10,10
625,119,trans,1,10,1/10,10
69,514,trans,3,10,3/10,8
859,147,trans,10,10,10/10,10
859,215,trans,10,10,10/10,10
859,28,trans,10,10,10/10,10
859,412,trans,10,10,10/10,10
859,454,trans,6,10,6/10,9
859,59,trans,10,10,10/10,10
859,917,trans,10,10,10/10,10
859,96,trans,10,10,10/10,10
998,379,trans,10,10,10/10,10
998,796,trans,10,10,10/10,10
