host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
133,760,complex,6,10,6/10,10
133,760,none,1,10,1/10,10
320,760,complex,8,10,8/10,9
320,760,none,1,10,1/10,9
320,820,complex,1,10,1/10,7
320,820,none,5,10,5/10,7
320,873,complex,2,10,2/10,7
320,873,none,5,10,5/10,7
465,473,none,5,10,5/10,6
465,873,none,4,10,4/10,8
473,465,trans,1,10,1/10,6
473,873,complex,4,10,4/10,10
473,873,none,2,10,2/10,10
760,133,trans,3,10,3/10,10
760,820,complex,7,10,7/10,10
760,820,trans,3,10,3/10,10
760,873,complex,6,10,6/10,10
760,873,none,4,10,4/10,10
760,886,none,5,10,5/10,6
760,886,trans,1,10,1/10,6
760,957,none,6,10,6/10,6
820,320,trans,1,10,1/10,7
873,465,trans,4,10,4/10,8
873,473,trans,4,10,4/10,10
873,886,complex,6,10,6/10,10
873,886,none,2,10,2/10,10
873,886,trans,2,10,2/10,10
873,957,complex,1,10,1/10,7
873,957,none,4,10,4/10,7
873,957,trans,2,10,2/10,7
886,957,none,6,10,6/10,9
886,957,trans,1,10,1/10,9
957,886,trans,2,10,2/10,9
