None	877	0.000000
877	500	1.746313
500	292	2.622589
500	730	2.742797
292	11	3.182182
11	339	3.316746
11	13	3.370864
730	0	3.599116
11	653	3.957489
0	186	4.351630
339	339	4.447804
0	17	4.464775
11	32	4.989924
17	60	5.090447
11	61	5.095746
500	814	5.177227
13	45	5.185500
11	715	5.236833
0	668	5.570228
17	825	5.675054
186	827	5.730805
11	488	5.780758
13	156	5.856828
13	8	6.106639
32	422	6.127576
668	668	6.227267
0	511	6.246236
0	337	6.255009
11	10	6.261177
337	423	6.279496
32	634	6.382459
61	136	6.503646
0	63	6.730096
10	187	6.866792
634	634	6.872381
60	702	6.960001
0	254	6.975324
13	462	6.998110
292	980	7.046763
11	95	7.148370
17	17	7.171985
10	84	7.194265
825	825	7.264725
186	762	7.271161
32	290	7.281587
292	229	7.478922
95	101	7.681239
10	10	7.788755
186	377	7.814725
186	330	7.919356
32	397	7.952489
11	38	7.992136
61	61	8.021437
8	8	8.024535
84	84	8.119926
11	917	8.232588
13	132	8.234978
11	703	8.273109
462	806	8.282452
156	156	8.383262
229	577	8.462337
13	436	8.470617
13	831	8.515091
63	357	8.529905
13	935	8.547452
511	511	8.561789
101	323	8.605347
136	840	8.776466
462	462	8.785410
11	736	8.787047
60	60	8.890934
806	995	9.114677
715	715	9.444740
13	595	9.460166
38	141	9.483412
653	94	9.502358
13	943	9.575657
11	41	9.656516
0	464	9.717173
703	703	9.792399
