host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
12,133,complex,1,10,1/10,10
12,133,trans,9,10,9/10,10
12,15,trans,10,10,10/10,10
12,376,complex,1,10,1/10,6
12,376,none,3,10,3/10,6
12,376,trans,1,10,1/10,6
12,75,complex,3,10,3/10,9
12,75,none,1,10,1/10,9
12,881,trans,10,10,10/10,10
12,939,trans,9,10,9/10,9
15,939,none,6,10,6/10,7
15,939,trans,1,10,1/10,7
19,3,complex,3,10,3/10,10
19,3,none,1,10,1/10,10
19,3,trans,4,10,4/10,10
19,398,complex,1,10,1/10,9
19,398,none,1,10,1/10,9
19,398,trans,7,10,7/10,9
19,75,complex,6,10,6/10,10
279,75,complex,4,10,4/10,10
279,75,none,6,10,6/10,10
279,84,complex,1,10,1/10,8
279,84,none,7,10,7/10,8
279,875,complex,3,10,3/10,9
279,875,none,6,10,6/10,9
3,19,trans,2,10,2/10,10
376,12,trans,1,10,1/10,6
376,75,none,2,10,2/10,10
565,84,complex,1,10,1/10,10
75,12,trans,5,10,5/10,9
75,19,trans,4,10,4/10,10
75,376,trans,8,10,8/10,10
75,84,complex,2,10,2/10,9
75,84,none,7,10,7/10,9
75,865,complex,1,10,1/10,6
75,865,none,4,10,4/10,6
75,865,trans,1,10,1/10,6
75,875,complex,1,10,1/10,10
75,875,none,8,10,8/10,10
75,875,trans,1,10,1/10,10
75,996,complex,8,10,8/10,10
75,996,trans,2,10,2/10,10
84,565,trans,9,10,9/10,10
84,865,complex,3,10,3/10,7
84,865,none,3,10,3/10,7
84,865,trans,1,10,1/10,7
84,875,none,8,10,8/10,9
875,84,trans,1,10,1/10,9
