None	477	0.000000
477	184	0.076782
477	428	0.459998
477	581	1.540636
477	115	1.984605
477	144	2.336212
477	419	3.236040
477	725	4.063687
477	167	4.094863
477	179	4.176512
477	333	4.533678
477	477	4.626856
167	10	7.102336
167	589	7.388642
167	90	7.430567
167	4	7.492874
167	408	7.547361
167	68	7.690672
167	167	7.719236
333	333	9.830633
408	19	13.930017
408	210	14.073349
408	408	14.749057
589	841	25.760670
589	69	26.399640
589	96	27.755713
589	589	28.043176
725	546	43.315395
725	368	43.965302
725	176	44.493639
725	672	45.644175
725	380	45.905354
