host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
107,424,trans,10,10,10/10,10
139,107,trans,10,10,10/10,10
139,407,none,7,10,7/10,10
139,609,none,6,10,6/10,7
139,61,trans,10,10,10/10,10
139,842,complex,1,10,1/10,10
139,842,trans,9,10,9/10,10
139,867,trans,10,10,10/10,10
139,98,trans,10,10,10/10,10
158,61,complex,1,10,1/10,10
204,239,complex,1,10,1/10,10
204,239,trans,9,10,9/10,10
204,609,complex,1,10,1/10,6
204,621,complex,2,10,2/10,9
204,621,none,4,10,4/10,9
239,345,trans,10,10,10/10,10
276,609,complex,1,10,1/10,10
276,793,complex,7,10,7/10,10
276,793,trans,2,10,2/10,10
30,448,none,9,10,9/10,9
407,139,trans,3,10,3/10,10
407,609,none,9,10,9/10,10
609,139,trans,1,10,1/10,7
609,204,trans,5,10,5/10,6
609,276,trans,9,10,9/10,10
609,407,trans,1,10,1/10,10
609,621,complex,2,10,2/10,10
609,621,trans,8,10,8/10,10
609,631,complex,8,10,8/10,10
609,631,trans,2,10,2/10,10
609,645,trans,10,10,10/10,10
609,709,trans,10,10,10/10,10
61,158,trans,9,10,9/10,10
61,585,trans,10,10,10/10,10
621,204,trans,3,10,3/10,9
709,30,trans,10,10,10/10,10
709,448,trans,10,10,10/10,10
793,276,trans,1,10,1/10,10
