host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
114,61,complex,3,10,3/10,10
127,18,none,7,10,7/10,7
127,344,none,9,10,9/10,9
127,362,none,6,10,6/10,6
127,562,none,9,10,9/10,10
127,61,none,9,10,9/10,9
127,89,none,8,10,8/10,8
132,49,none,3,10,3/10,10
132,49,trans,5,10,5/10,10
17,554,complex,3,10,3/10,10
17,554,trans,7,10,7/10,10
17,97,complex,3,10,3/10,10
17,97,none,1,10,1/10,10
18,344,none,8,10,8/10,8
18,562,none,8,10,8/10,10
18,61,none,8,10,8/10,8
18,89,none,9,10,9/10,9
185,587,none,10,10,10/10,10
312,68,none,5,10,5/10,10
344,167,trans,10,10,10/10,10
344,362,complex,1,10,1/10,9
344,362,none,5,10,5/10,9
344,362,trans,3,10,3/10,9
344,388,trans,10,10,10/10,10
344,562,none,10,10,10/10,10
344,61,none,10,10,10/10,10
344,89,none,9,10,9/10,9
362,307,trans,10,10,10/10,10
362,538,complex,2,10,2/10,10
362,538,trans,8,10,8/10,10
362,562,none,6,10,6/10,6
362,61,none,6,10,6/10,6
49,132,trans,2,10,2/10,10
542,61,none,3,10,3/10,10
542,618,none,8,10,8/10,8
562,127,trans,1,10,1/10,10
562,18,trans,2,10,2/10,10
562,61,none,10,10,10/10,10
562,89,none,9,10,9/10,10
562,89,trans,1,10,1/10,10
587,373,trans,10,10,10/10,10
61,114,trans,7,10,7/10,10
61,132,trans,8,10,8/10,8
61,501,trans,10,10,10/10,10
61,542,trans,7,10,7/10,10
61,618,complex,2,10,2/10,10
61,618,none,2,10,2/10,10
61,618,trans,6,10,6/10,10
61,623,trans,10,10,10/10,10
61,856,complex,3,10,3/10,9
61,856,trans,6,10,6/10,9
61,89,none,9,10,9/10,9
61,97,none,5,10,5/10,10
61,97,trans,5,10,5/10,10
68,185,trans,10,10,10/10,10
68,312,trans,5,10,5/10,10
68,587,trans,10,10,10/10,10
97,17,trans,6,10,6/10,10
97,68,trans,10,10,10/10,10
