host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
108,15,complex,1,10,1/10,10
108,15,trans,9,10,9/10,10
108,230,none,8,10,8/10,8
108,510,none,9,10,9/10,9
108,708,trans,10,10,10/10,10
108,711,none,8,10,8/10,10
108,711,trans,1,10,1/10,10
108,86,complex,1,10,1/10,9
108,86,none,8,10,8/10,9
135,808,none,9,10,9/10,10
15,198,complex,1,10,1/10,10
15,198,trans,9,10,9/10,10
15,247,trans,10,10,10/10,10
15,335,trans,10,10,10/10,10
15,714,trans,10,10,10/10,10
15,874,trans,10,10,10/10,10
157,6,complex,7,10,7/10,10
219,463,none,10,10,10/10,10
230,510,none,9,10,9/10,10
230,711,none,8,10,8/10,8
230,86,none,9,10,9/10,9
275,711,complex,2,10,2/10,10
510,230,trans,1,10,1/10,10
510,711,none,9,10,9/10,9
510,86,none,10,10,10/10,10
6,157,trans,3,10,3/10,10
6,86,complex,7,10,7/10,10
711,108,trans,1,10,1/10,10
711,275,trans,8,10,8/10,10
711,86,complex,1,10,1/10,9
711,86,none,8,10,8/10,9
808,135,trans,1,10,1/10,10
808,219,trans,10,10,10/10,10
808,463,trans,10,10,10/10,10
86,135,trans,9,10,9/10,9
86,157,trans,7,10,7/10,7
86,6,trans,3,10,3/10,10
86,808,trans,10,10,10/10,10
