None	457	0.000000
457	480	0.368555
457	631	0.956455
457	488	1.079071
457	135	1.569525
457	34	2.133611
457	628	2.232029
457	457	2.240774
480	865	21.805881
480	129	22.070313
480	111	22.862817
480	889	23.098317
480	231	23.104976
480	774	23.134693
480	315	23.725641
480	751	24.028747
480	32	24.107666
480	533	24.313087
480	346	24.977246
480	256	25.674749
480	354	25.687650
480	242	26.971479
480	177	27.667413
346	683	27.706229
480	107	27.716148
480	492	27.969911
346	73	28.076254
346	346	28.362558
480	8	28.436732
480	638	28.733890
480	496	29.111267
480	269	29.457062
480	978	29.797926
480	480	29.900327
488	25	46.145135
488	292	46.176381
683	583	46.539430
683	737	46.576176
683	683	47.176649
488	500	47.653344
488	524	47.754311
34	792	48.352636
34	746	48.381820
488	183	48.769632
34	248	48.925447
34	849	48.929957
488	488	48.990303
