host.id,tree.id,xcoord,tips,reads,subgraphs,clades,overall.rtt,largest.rtt,max.branch.length,max.pat.distance,global.mean.pat.distance,subgraph.mean.pat.distance,normalised.overall.rtt,normalised.largest.rtt,normalised.max.branch.length,normalised.max.pat.distance,normalised.global.mean.pat.distance,normalised.subgraph.mean.pat.distance,prop.gp.1,prop.gp.2,prop.gp.3,prop.gp.4
234,1000_to_1099,1049.5,10,10,1,4,0.32144170000000005,0.32144170000000005,0.7010230000000001,1.0646190000000002,0.3788105555555556,0.3788105555555556,0.32144170000000005,0.32144170000000005,0.7010230000000001,1.0646190000000002,0.3788105555555556,0.3788105555555556,1,0,0,0
267,1000_to_1099,1049.5,10,10,2,5,4.9628822999999995,4.719308,5.099031999999999,11.367940999999998,8.077178866666666,7.606724777777777,4.9628822999999995,4.719308,5.099031999999999,11.367940999999998,8.077178866666666,7.606724777777777,0.9,0.1,0,0
303,1000_to_1099,1049.5,10,10,1,6,0.21859770000000003,0.21859770000000003,0.175262,0.28438899999999995,0.11784628888888889,0.11784628888888889,0.21859770000000003,0.21859770000000003,0.175262,0.28438899999999995,0.11784628888888889,0.11784628888888889,1,0,0,0
456,1000_to_1099,1049.5,10,10,1,1,1.8538025,1.8538025,2.327437,4.054846,2.074826288888889,2.074826288888889,1.8538025,1.8538025,2.327437,4.054846,2.074826288888889,2.074826288888889,1,0,0,0
482,1000_to_1099,1049.5,10,10,1,1,1.1822667,1.1822667,0.94293,2.6439719999999998,1.8351683333333335,1.8351683333333335,1.1822667,1.1822667,0.94293,2.6439719999999998,1.8351683333333335,1.8351683333333335,1,0,0,0
550,1000_to_1099,1049.5,10,10,1,1,0.6314774,0.6314774,0.363849,1.2770160000000002,0.7689294222222223,0.7689294222222223,0.6314774,0.6314774,0.363849,1.2770160000000002,0.7689294222222223,0.7689294222222223,1,0,0,0
659,1000_to_1099,1049.5,10,10,1,1,0.47402239999999995,0.47402239999999995,0.503242,1.05739,0.6831499111111111,0.6831499111111111,0.47402239999999995,0.47402239999999995,0.503242,1.05739,0.6831499111111111,0.6831499111111111,1,0,0,0
776,1000_to_1099,1049.5,10,10,1,2,2.7640049999999996,2.7640049999999996,2.287293,5.869018,3.4250292888888887,3.4250292888888887,2.7640049999999996,2.7640049999999996,2.287293,5.869018,3.4250292888888887,3.4250292888888887,1,0,0,0
80,1000_to_1099,1049.5,10,10,1,1,0.7485733,0.7485733,0.6756059999999999,1.6217030000000001,0.9118698444444444,0.9118698444444444,0.7485733,0.7485733,0.6756059999999999,1.6217030000000001,0.9118698444444444,0.9118698444444444,1,0,0,0
895,1000_to_1099,1049.5,10,10,1,5,2.7715088000000003,2.7715088000000003,3.926699,7.907904000000001,4.5514636,4.5514636,2.7715088000000003,2.7715088000000003,3.926699,7.907904000000001,4.5514636,4.5514636,1,0,0,0
234,1100_to_1199,1149.5,10,10,1,1,0.4599713,0.4599713,0.374714,0.611157,0.2508850444444444,0.2508850444444444,0.4599713,0.4599713,0.374714,0.611157,0.2508850444444444,0.2508850444444444,1,0,0,0
