host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
102,18,none,1,10,1/10,10
102,525,trans,10,10,10/10,10
102,974,none,8,10,8/10,8
18,102,trans,9,10,9/10,10
18,258,none,10,10,10/10,10
18,343,none,8,10,8/10,9
18,343,trans,1,10,1/10,9
18,5,none,9,10,9/10,10
18,5,trans,1,10,1/10,10
18,627,none,9,10,9/10,10
18,627,trans,1,10,1/10,10
18,93,none,8,10,8/10,8
18,974,none,1,10,1/10,10
18,974,trans,9,10,9/10,10
258,343,none,8,10,8/10,8
258,5,none,9,10,9/10,9
258,627,none,9,10,9/10,9
258,93,none,8,10,8/10,8
343,5,none,8,10,8/10,8
343,627,none,9,10,9/10,9
343,93,none,7,10,7/10,10
343,93,trans,2,10,2/10,10
5,627,none,9,10,9/10,9
5,93,none,8,10,8/10,8
525,201,trans,10,10,10/10,10
627,93,none,8,10,8/10,8
93,343,trans,1,10,1/10,10
