host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
147,93,complex,6,10,6/10,10
147,93,none,1,10,1/10,10
149,237,none,1,10,1/10,10
166,100,trans,10,10,10/10,10
166,93,complex,4,10,4/10,10
167,456,complex,3,10,3/10,10
167,456,trans,7,10,7/10,10
167,93,none,2,10,2/10,10
225,93,complex,9,10,9/10,9
237,149,trans,9,10,9/10,10
237,710,trans,10,10,10/10,10
237,93,none,1,10,1/10,10
456,661,complex,6,10,6/10,10
456,661,trans,4,10,4/10,10
661,814,trans,10,10,10/10,10
93,147,trans,3,10,3/10,10
93,166,trans,6,10,6/10,10
93,167,trans,8,10,8/10,10
93,237,trans,9,10,9/10,10
93,264,trans,10,10,10/10,10
