None	730	0.000000
730	368	2.336522
730	0	3.723903
0	799	4.068929
368	178	4.695768
799	725	4.921940
730	730	5.284548
368	25	5.589752
178	293	6.238489
178	89	6.335865
89	136	6.513392
0	839	6.847169
25	91	6.863800
178	63	6.959567
136	232	7.007570
25	335	7.447423
25	844	7.462252
63	377	7.524702
63	389	7.549427
232	232	7.721386
25	75	7.735135
91	236	7.774688
25	27	7.876853
178	506	7.908850
27	135	8.030093
91	10	8.076654
91	11	8.111613
368	8	8.144197
27	343	8.160821
10	749	8.196529
799	104	8.217952
27	111	8.251019
27	696	8.262841
10	14	8.436105
75	294	8.529478
89	89	8.563008
27	27	8.602056
11	311	8.663430
10	702	8.681084
75	301	8.698875
311	913	8.843515
14	115	8.919748
236	236	8.923024
8	781	8.935068
301	431	9.015619
377	773	9.145147
293	477	9.266542
294	829	9.312050
773	280	9.386910
0	12	9.400257
104	535	9.479718
477	191	9.479802
280	144	9.548212
10	43	9.549781
75	471	9.551650
25	966	9.568350
25	31	9.608239
0	0	9.629007
773	204	9.667197
12	425	9.773851
12	661	9.802117
