host.id,tree.id,xcoord,tips,reads,subgraphs,clades,overall.rtt,largest.rtt,max.branch.length,max.pat.distance,global.mean.pat.distance,subgraph.mean.pat.distance,normalised.overall.rtt,normalised.largest.rtt,normalised.max.branch.length,normalised.max.pat.distance,normalised.global.mean.pat.distance,normalised.subgraph.mean.pat.distance,prop.gp.1,prop.gp.2,prop.gp.3,prop.gp.4,prop.gp.5,prop.gp.6
107,1000_to_1099,1049.5,10,10,2,5,5.3726625,3.3002286666666665,7.503503,11.826208,5.317155311111111,3.945511222222222,5.3726625,3.3002286666666665,7.503503,11.826208,5.317155311111111,3.945511222222222,0.9,0.1,0,0,0,0
12,1000_to_1099,1049.5,10,10,1,1,0.41078849999999995,0.41078849999999995,0.5034109999999999,0.963548,0.5951595777777777,0.5951595777777777,0.41078849999999995,0.41078849999999995,0.5034109999999999,0.963548,0.5951595777777777,0.5951595777777777,1,0,0,0,0,0
137,1000_to_1099,1049.5,10,10,1,1,2.6351401,2.6351401,3.893756,7.604724,4.379320777777778,4.379320777777778,2.6351401,2.6351401,3.893756,7.604724,4.379320777777778,4.379320777777778,1,0,0,0,0,0
141,1000_to_1099,1049.5,10,10,1,4,1.7311200000000002,1.7311200000000002,1.903232,3.931292,2.290709288888889,2.290709288888889,1.7311200000000002,1.7311200000000002,1.903232,3.931292,2.290709288888889,2.290709288888889,1,0,0,0,0,0
150,1000_to_1099,1049.5,10,10,1,1,1.1639174,1.1639174,1.039061,2.921654,1.941477288888889,1.941477288888889,1.1639174,1.1639174,1.039061,2.921654,1.941477288888889,1.941477288888889,1,0,0,0,0,0
152,1000_to_1099,1049.5,10,10,1,1,0.9424893000000001,0.9424893000000001,1.097426,2.2469659999999996,1.4648003777777778,1.4648003777777778,0.9424893000000001,0.9424893000000001,1.097426,2.2469659999999996,1.4648003777777778,1.4648003777777778,1,0,0,0,0,0
158,1000_to_1099,1049.5,10,10,1,1,1.3572394,1.3572394,1.4477879999999999,2.919409,2.1580385333333334,2.1580385333333334,1.3572394,1.3572394,1.4477879999999999,2.919409,2.1580385333333334,2.1580385333333334,1,0,0,0,0,0
169,1000_to_1099,1049.5,10,10,3,9,1.3253814,1.145744857142857,1.4402689999999998,3.114001,2.034134,1.564126,1.3253814,1.145744857142857,1.4402689999999998,3.114001,2.034134,1.564126,0.7,0.2,0.1,0,0,0
173,1000_to_1099,1049.5,10,10,3,3,4.3238596,2.8979357142857145,4.670469,9.503682000000001,5.9894384,4.395562571428572,4.3238596,2.8979357142857145,4.670469,9.503682000000001,5.9894384,4.395562571428572,0.7,0.2,0.1,0,0,0
175,1000_to_1099,1049.5,10,10,1,1,0.3757977,0.3757977,0.486051,1.000007,0.5557781555555555,0.5557781555555555,0.3757977,0.3757977,0.486051,1.000007,0.5557781555555555,0.5557781555555555,1,0,0,0,0,0
