host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
1,142,complex,2,10,2/10,9
1,142,none,1,10,1/10,9
1,142,trans,6,10,6/10,9
1,536,none,4,10,4/10,9
1,536,trans,5,10,5/10,9
1,62,none,8,10,8/10,9
1,62,trans,1,10,1/10,9
1,630,none,1,10,1/10,10
1,630,trans,9,10,9/10,10
1,644,complex,2,10,2/10,10
1,644,trans,8,10,8/10,10
1,7,complex,1,10,1/10,10
1,7,none,1,10,1/10,10
13,289,trans,7,10,7/10,7
13,307,complex,2,10,2/10,10
13,307,trans,7,10,7/10,10
13,496,complex,4,10,4/10,10
13,496,trans,6,10,6/10,10
13,65,trans,10,10,10/10,10
13,674,none,1,10,1/10,10
13,674,trans,9,10,9/10,10
13,7,complex,2,10,2/10,9
13,7,none,2,10,2/10,9
142,203,complex,4,10,4/10,10
142,203,trans,6,10,6/10,10
142,630,none,7,10,7/10,7
19,7,complex,3,10,3/10,10
289,674,none,6,10,6/10,9
304,458,none,8,10,8/10,9
304,62,none,4,10,4/10,8
307,13,trans,1,10,1/10,10
458,304,trans,1,10,1/10,9
458,62,none,3,10,3/10,8
62,304,trans,4,10,4/10,8
62,458,trans,5,10,5/10,8
62,7,complex,2,10,2/10,9
62,7,none,1,10,1/10,9
674,289,trans,3,10,3/10,9
7,1,trans,8,10,8/10,10
7,13,trans,5,10,5/10,9
7,19,trans,7,10,7/10,10
7,328,trans,10,10,10/10,10
7,62,trans,6,10,6/10,9
7,816,complex,5,10,5/10,10
7,816,none,2,10,2/10,10
7,816,trans,3,10,3/10,10
7,862,trans,10,10,10/10,10
