host.1,host.2,adjacent,contiguous,paths12,paths21,nodes1,nodes2,ancestry,min.distance.between.subgraphs
110,123,FALSE,FALSE,0,0,1,1,none,5.059251999999999
110,208,FALSE,FALSE,0,0,1,1,none,6.009517
123,208,FALSE,FALSE,0,0,1,1,none,6.171884999999999
110,258,FALSE,FALSE,0,0,1,1,none,5.258998999999999
123,258,TRUE,TRUE,0,0,1,1,none,3.957303
208,258,FALSE,FALSE,0,0,1,1,none,6.371631999999999
110,269,TRUE,TRUE,0,1,1,1,desc,0.729092
123,269,FALSE,FALSE,0,0,1,1,none,3.959172
208,269,FALSE,FALSE,0,0,1,1,none,4.9094370000000005
258,269,FALSE,FALSE,0,0,1,1,none,4.158919
110,426,FALSE,FALSE,0,0,1,1,none,9.096785
123,426,FALSE,FALSE,0,0,1,1,none,9.259153
208,426,FALSE,FALSE,0,0,1,1,none,6.349729999999999
258,426,FALSE,FALSE,0,0,1,1,none,9.4589
269,426,FALSE,FALSE,0,0,1,1,none,7.996705
110,740,FALSE,FALSE,0,0,1,1,none,7.406135
123,740,FALSE,FALSE,0,0,1,1,none,9.231285000000002
208,740,FALSE,FALSE,0,0,1,1,none,10.18155
258,740,FALSE,FALSE,0,0,1,1,none,9.431032
269,740,FALSE,FALSE,0,0,1,1,none,6.306055
426,740,FALSE,FALSE,0,0,1,1,none,13.268818
110,756,FALSE,FALSE,0,0,1,1,none,1.723004
123,756,FALSE,FALSE,0,0,1,1,none,3.33625
208,756,FALSE,FALSE,0,0,1,1,none,4.2865150000000005
258,756,FALSE,FALSE,0,0,1,1,none,3.535997
269,756,FALSE,FALSE,0,0,1,1,none,0.622924
426,756,FALSE,FALSE,0,0,1,1,none,7.373783
740,756,FALSE,FALSE,0,0,1,1,none,5.895036999999999
110,861,FALSE,FALSE,0,1,1,1,desc,1.320626
123,861,FALSE,FALSE,0,0,1,1,none,3.442201
208,861,FALSE,FALSE,0,0,1,1,none,4.392466000000001
258,861,FALSE,FALSE,0,0,1,1,none,3.6419479999999997
269,861,TRUE,TRUE,0,1,1,1,desc,0.220546
426,861,FALSE,FALSE,0,0,1,1,none,7.4797340000000005
740,861,FALSE,FALSE,0,1,1,1,desc,5.615412999999999
756,861,TRUE,TRUE,0,0,1,1,none,0.105953
110,2,FALSE,FALSE,0,0,1,2,none,Inf
123,2,FALSE,FALSE,0,0,1,2,none,4.284071
208,2,FALSE,FALSE,0,0,1,2,none,5.234336000000001
258,2,FALSE,FALSE,0,0,1,2,none,4.483818
269,2,FALSE,FALSE,0,0,1,2,none,1.5707449999999998
426,2,FALSE,FALSE,0,0,1,2,none,8.321604
740,2,FALSE,FALSE,0,0,1,2,none,6.842858
756,2,TRUE,FALSE,1,0,1,2,complex,0.385752
861,2,FALSE,FALSE,1,0,1,2,complex,1.053774
110,456,FALSE,FALSE,0,0,1,2,none,6.204294
123,456,FALSE,FALSE,0,0,1,2,none,6.366661999999999
208,456,FALSE,FALSE,0,0,1,2,none,3.4572389999999995
258,456,FALSE,FALSE,0,0,1,2,none,6.566408999999999
269,456,FALSE,FALSE,0,0,1,2,none,5.104214000000001
426,456,TRUE,TRUE,1,0,1,2,complex,0.521876
740,456,FALSE,FALSE,0,0,1,2,none,10.376327
756,456,FALSE,FALSE,0,0,1,2,none,4.481292000000001
861,456,FALSE,FALSE,0,0,1,2,none,4.587243000000001
2,456,FALSE,FALSE,0,0,2,2,none,5.429113000000001
110,914,FALSE,FALSE,0,0,1,2,none,1.9208349999999998
123,914,TRUE,FALSE,0,1,1,2,desc,2.61081
208,914,TRUE,FALSE,0,1,1,2,desc,1.176601
258,914,TRUE,FALSE,0,1,1,2,desc,2.810557
269,914,FALSE,FALSE,0,0,1,2,none,0.820755
426,914,TRUE,FALSE,0,1,1,2,desc,4.7184989999999996
740,914,TRUE,FALSE,0,1,1,2,desc,1.685421
756,914,TRUE,FALSE,0,0,1,2,none,0.409737
861,914,TRUE,TRUE,1,0,1,2,complex,0.130113
2,914,TRUE,FALSE,0,1,2,2,complex,1.3575579999999998
456,914,TRUE,FALSE,0,2,2,2,multiDesc,1.8260079999999999
