host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
118,333,none,8,10,8/10,8
118,347,none,3,10,3/10,9
118,482,none,9,10,9/10,9
118,874,none,9,10,9/10,10
14,379,none,10,10,10/10,10
14,994,none,9,10,9/10,10
167,240,none,10,10,10/10,10
167,356,none,9,10,9/10,10
240,356,none,9,10,9/10,10
264,9,none,10,10,10/10,10
333,347,none,3,10,3/10,9
333,482,none,8,10,8/10,9
333,874,none,8,10,8/10,8
347,118,trans,6,10,6/10,9
347,14,trans,9,10,9/10,9
347,167,trans,9,10,9/10,9
347,190,trans,10,10,10/10,10
347,240,trans,9,10,9/10,9
347,333,trans,6,10,6/10,9
347,356,trans,10,10,10/10,10
347,379,trans,9,10,9/10,9
347,482,none,3,10,3/10,10
347,482,trans,7,10,7/10,10
347,487,complex,5,10,5/10,9
347,487,none,1,10,1/10,9
347,487,trans,3,10,3/10,9
347,494,trans,10,10,10/10,10
347,517,none,3,10,3/10,10
347,517,trans,7,10,7/10,10
347,561,none,3,10,3/10,8
347,561,trans,5,10,5/10,8
347,581,none,3,10,3/10,9
347,581,trans,6,10,6/10,9
347,874,none,3,10,3/10,10
347,874,trans,7,10,7/10,10
347,984,trans,10,10,10/10,10
347,994,trans,10,10,10/10,10
356,167,trans,1,10,1/10,10
356,240,trans,1,10,1/10,10
379,290,trans,10,10,10/10,10
379,863,trans,10,10,10/10,10
379,994,none,9,10,9/10,10
482,333,trans,1,10,1/10,9
482,488,none,5,10,5/10,10
482,488,trans,5,10,5/10,10
482,874,none,10,10,10/10,10
487,691,trans,6,10,6/10,10
494,264,trans,10,10,10/10,10
494,449,trans,10,10,10/10,10
494,769,trans,10,10,10/10,10
494,9,trans,10,10,10/10,10
517,561,none,8,10,8/10,10
517,561,trans,2,10,2/10,10
517,581,none,9,10,9/10,10
517,581,trans,1,10,1/10,10
561,581,none,9,10,9/10,9
691,487,trans,4,10,4/10,10
691,957,complex,1,10,1/10,8
691,957,none,1,10,1/10,8
691,957,trans,6,10,6/10,8
874,118,trans,1,10,1/10,10
994,14,trans,1,10,1/10,10
994,379,trans,1,10,1/10,10
