host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
167,220,none,10,10,10/10,10
167,376,trans,10,10,10/10,10
167,416,trans,10,10,10/10,10
167,629,trans,10,10,10/10,10
167,652,none,10,10,10/10,10
201,818,none,1,10,1/10,10
201,818,trans,9,10,9/10,10
220,452,none,3,10,3/10,10
220,452,trans,7,10,7/10,10
220,575,complex,3,10,3/10,10
220,575,none,1,10,1/10,10
220,575,trans,6,10,6/10,10
220,652,none,10,10,10/10,10
220,998,none,3,10,3/10,10
220,998,trans,7,10,7/10,10
416,629,none,8,10,8/10,8
452,998,none,8,10,8/10,8
652,201,trans,10,10,10/10,10
818,481,trans,10,10,10/10,10
