host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
110,255,complex,2,10,2/10,10
114,771,none,7,10,7/10,10
114,771,trans,1,10,1/10,10
135,568,complex,4,10,4/10,10
149,114,trans,8,10,8/10,8
149,771,none,1,10,1/10,9
149,771,trans,8,10,8/10,9
149,901,none,6,10,6/10,10
161,287,complex,2,10,2/10,8
161,287,none,6,10,6/10,8
161,295,none,8,10,8/10,10
161,295,trans,1,10,1/10,10
161,457,none,9,10,9/10,9
161,469,complex,2,10,2/10,7
161,469,none,5,10,5/10,7
161,683,none,8,10,8/10,9
161,683,trans,1,10,1/10,9
165,181,complex,2,10,2/10,10
165,467,trans,10,10,10/10,10
170,181,none,1,10,1/10,9
181,165,trans,8,10,8/10,10
181,170,trans,8,10,8/10,9
181,228,none,2,10,2/10,9
181,228,trans,7,10,7/10,9
181,23,complex,3,10,3/10,10
181,23,trans,7,10,7/10,10
181,457,complex,5,10,5/10,10
181,648,trans,10,10,10/10,10
195,255,complex,3,10,3/10,7
195,255,none,1,10,1/10,7
22,239,complex,2,10,2/10,10
22,239,trans,8,10,8/10,10
22,295,complex,5,10,5/10,9
22,359,none,1,10,1/10,10
22,359,trans,9,10,9/10,10
22,370,complex,4,10,4/10,10
22,370,trans,6,10,6/10,10
22,410,complex,1,10,1/10,10
22,410,trans,9,10,9/10,10
22,978,trans,9,10,9/10,9
23,602,complex,2,10,2/10,10
23,602,trans,7,10,7/10,10
239,260,complex,1,10,1/10,10
239,260,trans,9,10,9/10,10
255,110,trans,8,10,8/10,10
255,136,trans,10,10,10/10,10
255,195,trans,3,10,3/10,7
255,28,complex,1,10,1/10,7
255,28,none,5,10,5/10,7
255,28,trans,1,10,1/10,7
255,359,complex,6,10,6/10,7
255,423,trans,10,10,10/10,10
255,568,complex,1,10,1/10,7
255,568,none,5,10,5/10,7
255,568,trans,1,10,1/10,7
255,58,complex,1,10,1/10,10
255,58,trans,9,10,9/10,10
255,728,complex,6,10,6/10,10
255,728,none,2,10,2/10,10
255,728,trans,2,10,2/10,10
255,758,none,2,10,2/10,9
255,758,trans,7,10,7/10,9
255,990,complex,6,10,6/10,9
255,990,none,3,10,3/10,9
277,287,complex,8,10,8/10,10
277,287,none,2,10,2/10,10
277,295,complex,5,10,5/10,6
277,295,none,1,10,1/10,6
277,457,complex,7,10,7/10,7
278,295,complex,2,10,2/10,10
278,295,none,4,10,4/10,10
28,728,none,5,10,5/10,7
28,990,complex,1,10,1/10,8
28,990,none,5,10,5/10,8
287,295,complex,3,10,3/10,6
287,295,none,3,10,3/10,6
287,457,complex,3,10,3/10,8
287,457,none,5,10,5/10,8
287,469,complex,1,10,1/10,6
287,469,none,5,10,5/10,6
287,683,complex,3,10,3/10,7
287,683,none,4,10,4/10,7
295,161,trans,1,10,1/10,10
295,22,trans,4,10,4/10,9
295,278,trans,4,10,4/10,10
295,457,complex,1,10,1/10,9
295,457,none,7,10,7/10,9
295,457,trans,1,10,1/10,9
295,469,complex,4,10,4/10,8
295,469,none,4,10,4/10,8
295,683,none,7,10,7/10,7
31,363,complex,6,10,6/10,10
31,363,trans,4,10,4/10,10
359,255,trans,1,10,1/10,7
359,728,complex,2,10,2/10,7
359,728,trans,5,10,5/10,7
359,990,complex,5,10,5/10,8
359,990,trans,3,10,3/10,8
363,589,complex,5,10,5/10,7
363,589,none,2,10,2/10,7
363,784,complex,6,10,6/10,10
363,784,trans,4,10,4/10,10
457,181,trans,5,10,5/10,10
457,469,complex,2,10,2/10,8
457,469,none,6,10,6/10,8
457,638,complex,2,10,2/10,10
457,638,trans,8,10,8/10,10
457,683,none,7,10,7/10,8
457,683,trans,1,10,1/10,8
469,683,complex,2,10,2/10,6
469,683,none,4,10,4/10,6
568,135,trans,6,10,6/10,10
568,149,trans,6,10,6/10,6
568,214,trans,10,10,10/10,10
568,728,complex,3,10,3/10,7
568,728,none,4,10,4/10,7
568,901,trans,10,10,10/10,10
568,990,complex,1,10,1/10,9
568,990,none,5,10,5/10,9
58,913,complex,1,10,1/10,10
58,913,trans,9,10,9/10,10
589,784,complex,6,10,6/10,10
602,23,trans,1,10,1/10,10
638,31,trans,10,10,10/10,10
728,28,trans,2,10,2/10,7
728,990,complex,7,10,7/10,10
728,990,none,2,10,2/10,10
771,114,trans,2,10,2/10,10
784,589,trans,4,10,4/10,10
901,149,trans,4,10,4/10,10
990,28,trans,2,10,2/10,8
990,568,trans,3,10,3/10,9
990,728,trans,1,10,1/10,10
